order_id,order_date,customer_id,store_id,product_id,quantity,unit_price,discount,cost
ID-2023-00927,2023-01-01,CUST-073,ST-003,PRD-019,3.0,2552000.0,0.0,1901000.0
ID-2023-00927,2023-01-01,CUST-073,ST-003,PRD-020,3.0,4558000.0,0.05,3495000.0
ID-2023-00927,2023-01-01,CUST-073,ST-003,PRD-002,1.0,3329000.0,0.0,2330000.0
ID-2023-00039,2023-01-02,CUST-077,ST-002,PRD-020,1.0,4093000.0,0.05,2703000.0
ID-2023-00623,2023-01-02,CUST-135,ST-001,PRD-022,1.0,4755000.0,0.05,3622000.0
ID-2023-00623,2023-01-02,CUST-135,ST-001,PRD-003,1.0,3183000.0,0.1,2393000.0
ID-2023-00174,2023-01-04,CUST-080,ST-004,PRD-017,1.0,1839000.0,0.1,1291000.0
ID-2023-00174,2023-01-04,CUST-080,ST-004,PRD-008,1.0,3403000.0,0.05,2219000.0
ID-2023-00018,2023-01-06,CUST-075,ST-001,PRD-020,1.0,2580000.0,0.0,1990000.0
ID-2023-00018,2023-01-06,CUST-075,ST-001,PRD-021,1.0,1749000.0,0.1,1167000.0
ID-2023-00018,2023-01-06,CUST-075,ST-001,PRD-016,1.0,3454000.0,0.1,2285000.0
ID-2023-01040,2023-01-06,CUST-056,ST-001,PRD-017,1.0,176000.0,0.0,135000.0
ID-2023-00730,2023-01-07,CUST-036,ST-003,PRD-017,1.0,1132000.0,0.0,845000.0
ID-2023-00592,2023-01-08,CUST-055,ST-004,PRD-004,1.0,3022000.0,0.0,2108000.0
ID-2023-00819,2023-01-08,CUST-148,ST-003,PRD-026,1.0,4922000.0,0.0,3762000.0
ID-2023-00819,2023-01-08,CUST-148,ST-003,PRD-025,1.0,0.0,0.0,0.0
ID-2023-00048,2023-01-10,CUST-121,ST-001,PRD-027,1.0,216000.0,0.1,158000.0
ID-2023-00048,2023-01-10,CUST-121,ST-001,PRD-006,1.0,2015000.0,0.05,1465000.0
ID-2023-00048,2023-01-10,CUST-121,ST-001,PRD-025,1.0,3026000.0,0.05,2233000.0
ID-2023-00925,2023-01-12,CUST-074,ST-002,PRD-027,1.0,2072000.0,0.0,1466000.0
ID-2023-01237,2023-01-12,CUST-045,ST-001,PRD-015,1.0,963000.0,0.05,725000.0
ID-2023-01237,2023-01-12,CUST-045,ST-001,PRD-014,2.0,3114000.0,0.1,2326000.0
ID-2023-00228,2023-01-14,CUST-079,ST-002,PRD-024,3.0,4045000.0,0.05,3077000.0
ID-2023-00298,2023-01-14,CUST-040,ST-003,PRD-018,1.0,1384000.0,0.1,961000.0
ID-2023-01311,2023-01-15,CUST-011,ST-001,PRD-017,1.0,4636000.0,0.1,3279000.0
ID-2023-01343,2023-01-15,CUST-004,ST-001,PRD-007,2.0,3555000.0,0.1,2591000.0
ID-2023-01573,2023-01-16,CUST-142,ST-004,PRD-003,2.0,2883000.0,0.0,2055000.0
ID-2023-01364,2023-01-17,CUST-002,ST-004,PRD-023,3.0,1923000.0,0.0,1362000.0
ID-2023-01364,2023-01-17,CUST-002,ST-004,PRD-019,2.0,3835000.0,0.1,2786000.0
ID-2023-01364,2023-01-17,CUST-002,ST-004,PRD-002,3.0,234000.0,0.0,182000.0
ID-2023-01496,2023-01-17,CUST-084,ST-005,PRD-023,1.0,4067000.0,0.1,2892000.0
ID-2023-01496,2023-01-17,CUST-084,ST-005,PRD-012,1.0,2411000.0,0.05,1649000.0
ID-2023-01496,2023-01-17,CUST-084,ST-005,PRD-004,1.0,4082000.0,0.0,2711000.0
ID-2023-00541,2023-01-18,CUST-097,ST-001,PRD-024,1.0,3786000.0,0.05,2494000.0
ID-2023-01341,2023-01-18,CUST-078,ST-001,PRD-024,2.0,2524000.0,0.0,1911000.0
ID-2023-01746,2023-01-18,CUST-115,ST-002,PRD-009,1.0,3167000.0,0.05,2306000.0
ID-2023-00277,2023-01-19,CUST-095,ST-001,PRD-002,,849000.0,0.0,559000.0
ID-2023-00277,2023-01-19,CUST-095,ST-001,PRD-011,3.0,2665000.0,0.0,1803000.0
ID-2023-00809,2023-01-19,CUST-141,ST-001,PRD-020,1.0,814000.0,0.1,562000.0
ID-2023-00809,2023-01-19,CUST-141,ST-001,PRD-015,1.0,3702000.0,0.0,2570000.0
ID-2023-00215,2023-01-20,CUST-019,ST-005,PRD-027,2.0,2515000.0,0.1,1694000.0
ID-2023-01261,2023-01-20,CUST-117,ST-001,PRD-016,1.0,2520000.0,0.05,1718000.0
ID-2023-00733,2023-01-21,CUST-107,ST-002,PRD-002,1.0,2388000.0,0.05,1596000.0
ID-2023-00733,2023-01-21,CUST-107,ST-002,PRD-007,1.0,391000.0,0.1,296000.0
ID-2023-00733,2023-01-21,CUST-107,ST-002,PRD-020,1.0,4428000.0,0.1,2941000.0
ID-2023-00040,2023-01-22,CUST-003,ST-002,PRD-025,1.0,3433000.0,0.1,2264000.0
ID-2023-00100,2023-01-22,CUST-039,ST-001,PRD-007,,953000.0,0.0,634000.0
ID-2023-00436,2023-01-22,CUST-107,ST-001,PRD-019,3.0,4137000.0,0.1,2948000.0
ID-2023-01408,2023-01-23,CUST-144,ST-003,PRD-011,1.0,303000.0,0.1,216000.0
ID-2023-01424,2023-01-24,CUST-051,ST-005,PRD-016,1.0,3577000.0,0.05,2497000.0
ID-2023-01607,2023-01-24,CUST-073,ST-001,PRD-019,1.0,333000.0,0.0,241000.0
ID-2023-00475,2023-01-25,CUST-098,ST-004,PRD-025,2.0,1740000.0,0.0,1217000.0
ID-2023-00475,2023-01-25,CUST-098,ST-004,PRD-004,1.0,334000.0,0.05,228000.0
ID-2023-01505,2023-01-25,CUST-074,ST-004,PRD-025,1.0,4731000.0,0.05,3655000.0
ID-2023-01675,2023-01-27,CUST-096,ST-001,PRD-025,2.0,4159000.0,0.05,2950000.0
ID-2023-01675,2023-01-27,CUST-096,ST-001,PRD-022,1.0,4164000.0,0.05,2979000.0
ID-2023-01675,2023-01-27,CUST-096,ST-001,PRD-020,1.0,961000.0,0.1,743000.0
ID-2023-01740,2023-01-28,CUST-140,ST-001,PRD-025,2.0,448000.0,0.05,320000.0
ID-2023-01037,2023-01-29,CUST-070,ST-002,PRD-007,1.0,1106000.0,0.05,770000.0
ID-2023-01609,2023-01-29,CUST-105,ST-002,PRD-005,2.0,3814000.0,0.05,2604000.0
ID-2023-01609,2023-01-29,CUST-105,ST-002,PRD-022,1.0,2736000.0,0.0,1943000.0
ID-2023-01609,2023-01-29,CUST-105,ST-002,PRD-007,3.0,1558000.0,0.1,1156000.0
